,id,text,created_at,retweet_count,favorite_count,user_id,user_screen_name,user_name,user_location
404,768938541887795201,Stranglehold: Kvelertak’s Maciek Ofstad and Bjarte Lund Rolland #blues https://t.co/vrSVx6c4EM,2016-08-25 22:30:09,1,0,2844566328,gordyguitar,Learn Blues Guitar,
405,768938145115242496,"Now Playing, Sonny Boy Williamson — Your Funeral and My Trial from The Essential Sonny Boy Williamson [MCA/Chess] #music #Blues",2016-08-25 22:28:34,1,0,259312208,wnmcradio,WNMC Radio Playlist,"Traverse City, MI"
406,768937975950503936,"GrudaTree=tonight at Foggy Mtn. Brewpub in downtown AVL, NC. 9p-12mid. #psychedelic #soul #funk #blues #space #jazz https://t.co/sWVM1IXVyH",2016-08-25 22:27:54,1,2,29529114,krisgruda,Kris Gruda,"Weaverville, NC"
407,768937792617508864,Al Stone - Blind Dog (live) #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-25 22:27:10,0,0,795632389,blinddogradio,Blind Dog Radio,
408,768937771511738368,"RT @77MASH: #OTD #OnThisDay Remember the original guitar hero and godfather of the #blues, #RobertJohnson (1911-1938). https://t.co/QvyKaBR…",2016-08-25 22:27:05,204,0,2155916387,metalmayhen,The Rudest Buddhist,
409,768937707158593540,"RT @77MASH: #OTD #OnThisDay Remember the original guitar hero and godfather of the #blues, #RobertJohnson (1911-1938). https://t.co/QvyKaBR…",2016-08-25 22:26:50,204,0,513827163,giuseppecernuzi,lunatic,
410,768937687541805060,"RT @77MASH: #OTD #OnThisDay Remember the original guitar hero and godfather of the #blues, #RobertJohnson (1911-1938). https://t.co/QvyKaBR…",2016-08-25 22:26:45,204,0,1380517568,GDhring,andy rage,
411,768937647083495427,"American Showplace Sampler
https://t.co/E6hc8JilBU

 #blues #music https://t.co/MpPFSD6a2H",2016-08-25 22:26:35,1,0,1246673677,RLBRP,RLBRP,
412,768937595472584704,RT @BrumNewsOnly: #BirminghamCity #BCFC Hillsborough test for Blues Under-23s #Blues #Birmingham #Brum https://t.co/RrVauv6zDp,2016-08-25 22:26:23,2,0,3095646589,LoverBirmingham,Birmingham Lover,"Birmingham, England"
413,768937497388732416,"RT @77MASH: #OTD #OnThisDay Remember the original guitar hero and godfather of the #blues, #RobertJohnson (1911-1938). https://t.co/QvyKaBR…",2016-08-25 22:26:00,204,0,1538850878,77MASH,Sheena IsAPunkRocker,Clash City
414,768937335467761664,RT @GQinYoubou: #Chinatown #Blues / #FanTanAlley in #VictoriaBC #yyj #landmarks #historical #culture #Chinese… https://t.co/i4BYgPCSR3,2016-08-25 22:25:21,1,0,743142180189933568,FanPerks,Best Romance Novels,"Texas, USA"
415,768937206052429824,RT @Latitude23R: Listening to Constellations by Jack Johnson on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-25 22:24:50,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
416,768937205528158208,RT @blues_explosion: Absolutely boss @nickellis_music #blues at @ConstellationsL - Free Entry https://t.co/wBLRnXT7K4,2016-08-25 22:24:50,2,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
417,768937204341235716,"RT @VanBluesat: https://t.co/iNlFk7xG9w  

@kirbysewellband @The_Columbia tomorrow!! Still time to buy tickets!!
#blues #music https://t.co…",2016-08-25 22:24:50,2,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
418,768937203573587968,RT @MiaVermillion: The latest The Mia Vermillion Daily! https://t.co/SfmP7WskMT Thanks to @vanyaradzayi @marimackmusic @BluesImageArt #blue…,2016-08-25 22:24:50,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
419,768937202827001857,RT @blues_fanly: St. Louis Blues set a new course by naming Alex Pietrangelo captain #Blues  https://t.co/VwuvPF6hUO https://t.co/YaoJNnZ0zU,2016-08-25 22:24:49,3,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
420,768936975118151680,A lil #tbt from @hangoutfest 2015. #jamellrichardsonlive #beachlife #jamellrichardson #blues… https://t.co/pONYOMxnPu,2016-08-25 22:23:55,0,1,315524527,JJamell,Jamell Richardson,"Mobile, AL"
421,768936763268050944,"Bedford BluesFest Countdown!
Turn Back Time to 2002 with Little Feat! #TBT #BedfordBluesFest16 #Bedford #Blues #BBQ https://t.co/O3NTsOoAdz",2016-08-25 22:23:05,0,1,482369239,CityofBedfordtx,City of Bedford,"Bedford, TX"
422,768936366134665219,"RT @caballitoblues: La dama del #Blues - Cristina Dall
19 hs - Por https://t.co/fUr9iScoca
Producción Caballito Blues - https://t.co/LZHW0U…",2016-08-25 22:21:30,1,0,443744261,RadioArroba,Radio Arroba,"San Telmo, Argentina"
423,768936180259950592,"RT @Frontiersman1: MY TV LOVES ME
👉https://t.co/RDGRuWZsbG👈

#alternativerock #UnsignedHour #postpunk #FallTVFirstLooks #NewMusic #synth #b…",2016-08-25 22:20:46,3,0,2743428467,UnsignedHour,#UnsignedHour,"Seaton Delaval, England"
424,768936050710294528,RT @ArtistsUnitedWW: #IWokeUp @McNeillShona https://t.co/yDrUkFbrm5 #LOV3RZ Magazine September #Feature #MusicLov3rz #Music #Soul #Blues ht…,2016-08-25 22:20:15,1,0,87130577,africlubguy,Aladdin Heaven,Notlantis
425,768935951343190016,.@WhigStandard  #TalkoftheStreet #LimestoneCityBlues #Blues #AwesomeBand #LimestoneCityBluesFestival,2016-08-25 22:19:51,0,0,952952833,BigSkyRRG,RRG Outside,Canada
426,768935809214980096,"Now Playing, William Bell — Walking On a Tight Rope from B-029 _ This Is Where I Live #music #Blues",2016-08-25 22:19:17,0,0,259312208,wnmcradio,WNMC Radio Playlist,"Traverse City, MI"
427,768935697151586304,Listening to Traveling Riverside Blues by Eric Clapton on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-25 22:18:50,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
428,768935644701691904,"#NEW #SHOW  #CLICK #World #JAZZ #BLUES #FOLK #NOUVELLE  #EMISSION 
https://t.co/j53MNdM78c
https://t.co/JBl5CKKXfO https://t.co/3TYPrDCa0j",2016-08-25 22:18:38,0,0,2688507518,RheaumeInfo,Andre Rheaume,Vancouver Coast BC Canada
429,768935588749799424,Mason Proffit singin' Two Hangmen on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-08-25 22:18:25,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,"London, England"
430,768935566578593793,"RT @cronicasalaroca: ""Jamás iba a funcionar, si yo fui tuya, y tú fuiste del mundo."" #Blues",2016-08-25 22:18:19,3,0,498220091,melannie_plnc0,Melannie,Puerto Rico
431,768935381026889729,"RT @Facevinyl: #SueFoley #TimeTtoTravel 
#Time #Travel #Singer #guitarist #guitar #BluesSinger #blues #bluesmusic 
#Facevinyl https://t.co/…",2016-08-25 22:17:35,2,0,2216121936,MarynaMaryam,Maryna Maryam,"London, England"
432,768934748685082624,"#BBKing #BluesLegend B B KING ""MY LUCILLE / SAME"" 45w/PS PROMO MINT https://t.co/3LpDr0kHEH #RIPBBKing #Blues",2016-08-25 22:15:04,0,0,559385756,HotTrends8,Google Hot Trends,
433,768934336989134884,#Hear John Coltrane Giant Steps Now on https://t.co/9EvJWnujGS @ColtraneHome #jazz #swing #music #blues #smoothjazz #latinjazz,2016-08-25 22:13:26,0,0,3318129469,jvhradionet,Jvhradio,United States
434,768934266898120705,@PureMzine CHECK OUT! @PureMzine of HOLLYWOOD from Heaven Help Me-2015© https://t.co/OYL7w5GWim … … #rock #rockpop #blues #piano,2016-08-25 22:13:09,0,0,3071751489,jerryhullsinger,Jerry Hull,Hull Uk  (from MemphisTN-USA)
435,768934189957775361,"Now Playing, John Primer &amp; The Read Deal Blues Band — Hold Me In Your Arms from B-022 _ That Will Never Do #music #Blues",2016-08-25 22:12:51,0,0,259312208,wnmcradio,WNMC Radio Playlist,"Traverse City, MI"
436,768933703707795456,"RT @VanBluesat: https://t.co/iNlFk7xG9w  

@kirbysewellband @The_Columbia tomorrow!! Still time to buy tickets!!
#blues #music https://t.co…",2016-08-25 22:10:55,2,0,16863369,kirbysewellband,kirbysewelband,"Calgary, Alberta Canada"
437,768933561487548422,#Chinatown #Blues / #FanTanAlley in #VictoriaBC #yyj #landmarks #historical #culture #Chinese… https://t.co/i4BYgPCSR3,2016-08-25 22:10:21,1,0,4434897792,GQinYoubou,Garth and Que,South VI Wilderness Paradise
438,768933432055500800,"RT @Frontiersman1: MY TV LOVES ME
👉https://t.co/RDGRuWZsbG👈

#alternativerock #UnsignedHour #postpunk #FallTVFirstLooks #NewMusic #synth #b…",2016-08-25 22:09:50,3,0,715693033899986944,post_punk_music,Post Punk Music,Everywhere
