,id,text,created_at,retweet_count,favorite_count,user_id,user_screen_name,user_name,user_location
28,773622300633657344,Carey &amp; Lurrie Bell - Stop Running 'Round #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:41:44,0,0,795632389,blinddogradio,Blind Dog Radio,US
29,773622264470396929,@trevorsewell You're welcome and it's on tonight on @MDORadioBlues at 11pm BST/6pm EDT https://t.co/K8B0S2Y4cu :-) #Blues Infusion,2016-09-07 20:41:35,0,0,161113213,karenak,Kareña K,UK
30,773621890225242112,^ #NYC #TheBlueNote @laelsummer https://t.co/oSbOiqK9wX  #MusicVideo #Музыка #Видео #Soul #Blues #Jazz https://t.co/QdNL1HcTAN,2016-09-07 20:40:06,0,0,15267777,actionScript3,Paul Payer,espelkamp germany
31,773621869056552960,#IWokeUp @McNeillShona https://t.co/t9P4AR3r86 #LOV3RZ Magazine September #Feature #MusicLov3rz #Music #Soul #Blues https://t.co/TjJWeawiLN,2016-09-07 20:40:01,0,0,2252069544,Lov3rzWorldwide,#ArtistsUnited™,Worldwide
32,773621734704570369,The Beach Boys singin' Sloop John B. on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 20:39:29,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
33,773621625052884994,Listening to Sweet Home Chicago by Robert Johnson on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-09-07 20:39:03,0,0,4860399552,Latitude23R,Latitude23 Radio,AZ
34,773621396811505664,The McCoy Brothers (Charlie &amp; Joe McCoy) - Come Over and See Me #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:38:08,0,0,795632389,blinddogradio,Blind Dog Radio,US
35,773621127864213504,"What's on for #blues #music this Friday night in #Vancouver?
@Arsen_07 is performing ! https://t.co/OFwbwPYi6u",2016-09-07 20:37:04,0,0,710901478475452416,VanBluesat,VanBlues Around Town,Canada
36,773620919860420608,"2 days til The 2016 @VCAwards at The #Camarillo Airport! 
https://t.co/RbKMf5tHbb
#blues #musicawards",2016-09-07 20:36:15,0,0,1450047373,TommyMarsh805,Crooked Eye Tommy,"Ventura, CA"
37,773620770098511872,Buddy Moss - Unkind Woman #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:35:39,0,0,795632389,blinddogradio,Blind Dog Radio,US
38,773620740088143872,@BluesDJCheyanne Thanks for showing some love!  #Texas #guitar #Blues,2016-09-07 20:35:32,0,0,541116627,RockyAthas,ROCKY ATHAS,US
39,773620457140551680,RT @LEUFCLadies: FA WPL: This Sunday the Blues face @LeicCityLFC in the @FA_WPL! Come down and support- free entry! #Blues ⚽️💙 https://t.co…,2016-09-07 20:34:24,7,0,436101024,N90CarlyMHayes,Carly M Hayes,"East Midlands, England"
40,773620317944221699,RT @Fender: RT @rtruesdale50: These Fender Blues Deville harps are very cool. Excellent tone and vibe. @Fender #harmonica #blues https://t.…,2016-09-07 20:33:51,41,0,757299648704966658,ECaduff,Esther Caduff,Zuhause 
41,773620266165530624,Eric Clapton singin' I Feel Free on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 20:33:39,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
42,773620212419727362,#captainbeefheart #blues #rock - @CymbalFM https://t.co/tr6fDJExIn https://t.co/0bCLOYIdy0,2016-09-07 20:33:26,0,0,563526636,newnewpollution,slumpyman,"Oshkosh, WI"
43,773620149958172672,RT @benhemming: I'm in this months @BluesBritain magazine get your copy here: https://t.co/rkZwtuU2B6 #blues #singersongwiter #music https:…,2016-09-07 20:33:11,2,0,764556974,J_Bella_S,Jacky B Summerfield,UK
44,773619957833854984,RT @blaenavonblues: Final score @CrickhowellFC 0-3 #Blues! 5 16 year old in the team tonight. Excellent performance!,2016-09-07 20:32:25,3,0,434447927,jake_bull1,jake bull,"Blaenavon, Wales"
45,773619927907467266,THE NEWBORN SUN (©2016 Darin Bennett). https://t.co/btCS9NTdwk.... #music #musician #gallery #blues… https://t.co/0a9v7AjxRH,2016-09-07 20:32:18,0,0,69422533,DarinBennett,Darin Bennett,CA
46,773619815516962817,🎭 #NewRelease 🎭 Sweet #Jazz #Blues #Relevant #NewMusicAlert #Listen 🎉🎶 https://t.co/ZBr19bQXL1,2016-09-07 20:31:51,0,0,3152651863,SherryBabyRuth,Sherry Ruth,Mother Earth
47,773619581810270208,Big John Wrencher - Maxwell Street Alley Blues #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:30:56,0,0,795632389,blinddogradio,Blind Dog Radio,US
48,773619527615643648,"We have 3 albums on the @CHSR979 charts this week inc. @PaulDeslaurier @bluemoonmarquee &amp; @PaulDReddick 
https://t.co/FZkAv7XVKP #Blues",2016-09-07 20:30:43,1,0,20624925,sarahfrenchPR,Sarah French,"Kitchener, Ontario"
49,773619364805369856,"Vancouver Blues Around Town
#blues #music https://t.co/buqVtwMNeX",2016-09-07 20:30:04,0,0,710901478475452416,VanBluesat,VanBlues Around Town,Canada
50,773619289526067201,RT @chickllett: ***  Current Mood..  ***  #blues https://t.co/NtCrruo6Sp,2016-09-07 20:29:46,2,0,42450445,nadenlad,Phil Rowcliffe,Manchester
51,773618997308850176,CPM event: #Blues &amp; #Rockmusic icon Tracy Nelson 9/14 @MTSU. #americana @WMOT_RootsRadio https://t.co/y8qza9VNQO https://t.co/wi5XzJC3Za,2016-09-07 20:28:36,0,0,102188341,center4popmusic,Center for Pop Music,"Murfreesboro, TN"
52,773618864231972867,MONTROSE singin' Rock Candy on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 20:28:05,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
53,773618806145093633,Stick McGhee - Tall Pretty Woman #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:27:51,0,0,795632389,blinddogradio,Blind Dog Radio,US
54,773618521116934144,Blues Underground St. James Infirmary https://t.co/jMrqdd2aJw  #RadioMirabelle #Blues #RadioMirabelle,2016-09-07 20:26:43,0,0,3019985177,RadioMirabelle,Radio Mirabelle,France
55,773618434647154688,RT @Villacajazz: Lover Man https://t.co/R1didBFcwA #jazz #blues #piano #Madrid #NYC @mocoryo @sira1880 @poetas14 @AstorEterno @sgc58 https:…,2016-09-07 20:26:22,12,0,532665366,poetas14,isabel colmenarejo,madrid
56,773618365806080001,#Hear Pentatonix Take Me Home Now on https://t.co/9EvJWnujGS @PTXofficial #jazz #swing #music #blues #smoothjazz #latinjazz,2016-09-07 20:26:06,0,0,3318129469,jvhradionet,Jvhradio,US
57,773618216841207808,RT @jamiefrombrum: Already completed it mate #blues  https://t.co/XTYFutq6bt,2016-09-07 20:25:30,3,0,100326709,HEBBS21,James Hebbron,US
58,773618124746657792,#StLouis CHRIS PRONGER ST. LOUIS #Blues CELEBRIDUCK RUBBER DUCK NIB https://t.co/fj32Omgf7A #NHL #Hockey https://t.co/e52fytc3EH,2016-09-07 20:25:08,0,0,711894735514902528,FaithCrossman,Faith Crossman,US
59,773618046229442560,Big Bill Broonzy - Evil Woman Blues #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:24:50,0,0,795632389,blinddogradio,Blind Dog Radio,US
60,773618038503378944,"RT @GinnyBeagan: I'll have a little funk with my #blues, thank you. @jlfulks #MusicMonday https://t.co/djRivaS6Qw",2016-09-07 20:24:48,3,0,3152651863,SherryBabyRuth,Sherry Ruth,Mother Earth
61,773617821297225729,"Vegas Baby! #bigbluesbender2016 #music #lasvegas #jammin #blues @ Las Vegas, Nevada https://t.co/6qHiiPClDz",2016-09-07 20:23:56,0,1,2853874920,GraceKuchMusic,Grace Kuch,Colorado
62,773617480493305857,Tampa Red - You Can't Get That Staff No More #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:22:35,0,0,795632389,blinddogradio,Blind Dog Radio,US
63,773617319197024256,Relaxin today #AirJordan #Military #Blues #4 kicksonfire #shoegame #shoeporn #sneakerhead https://t.co/0bbIo3hbLJ,2016-09-07 20:21:56,0,2,629473475,mattrusso6,Russo 25,Chicago IL
64,773617184685887488,Spencer Davis Group singin' I'm a Man on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 20:21:24,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
65,773617153102737410,Listening to Traveling Riverside Blues by Eric Clapton on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-09-07 20:21:17,0,0,4860399552,Latitude23R,Latitude23 Radio,AZ
66,773617082818662400,RT @Fender: RT @rtruesdale50: These Fender Blues Deville harps are very cool. Excellent tone and vibe. @Fender #harmonica #blues https://t.…,2016-09-07 20:21:00,41,0,223909151,Minivin5,Everblades Fanatic,Everblades Country
67,773616761170108416,#NowPlaying How Do You Sleep? by Orianthi  @orianthi  #blues #AmazingGuitar  https://t.co/PYlNMqvvcn,2016-09-07 20:19:43,0,0,726089305358237696,Chris51115,Christopher,US
68,773616731004821504,RT @blaenavonblues: Final score @CrickhowellFC 0-3 #Blues! 5 16 year old in the team tonight. Excellent performance!,2016-09-07 20:19:36,3,0,387875356,Bradjones91,Brad Jones,US
69,773616668954198016,Casey Bill Weldon - Did You Mean What You Said #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:19:21,0,0,795632389,blinddogradio,Blind Dog Radio,US
70,773616348995936257,Happy birthday @sonnyrollins!!!! #jazz #blues,2016-09-07 20:18:05,0,0,169098817,camdenblues,Camden Blues,CA
71,773616269622935552,Hot Tuna singin' Keep On Truckin' on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 20:17:46,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
72,773616263956398100,"RT @GortinGAA: 2016 Championship QF on Friday 9th v Pomeroy at 7pm in Healy Park, Omagh. Come Along to Support the Lads #Blues https://t.co…",2016-09-07 20:17:45,1,0,337093790,mc_crumbo,Shaun McCrumlish,US
73,773615979641266176,"RT @HelenLColeman: ❤ the old songs!  🎷🎹🎙Stormy Weather  Helen Coleman #np on #SoundCloud
https://t.co/HUE7xvaNHU  #Jazz #Blues #HelenColema…",2016-09-07 20:16:37,8,0,3152651863,SherryBabyRuth,Sherry Ruth,Mother Earth
74,773615895977553920,"""MAGIC SLIM""  23 HS - AR - #Blues - https://t.co/bevLWVz8O9

https://t.co/selX2XR8gv https://t.co/wQDnj75wVW",2016-09-07 20:16:17,0,0,860236123,caballitoblues,caballito blues,caballitoblues@hotmail.com
75,773615709578551296,RT @wilybo: 'Fool For You' by Wily Bo Walker feat. @NewYorkBrass &amp; friends: https://t.co/dOYD8IGTNf #blues #grind #rock https://t.co/Y12Rxr…,2016-09-07 20:15:32,7,0,518627627,flaminghrecords,Flaming Hearts,UK
76,773615640389226497,"Ho caricato un nuovo episodio, ""NOTTE IN BLU Best of 4 by Fabio Ranghiero"", su #spreaker #blues #crmfreemusic https://t.co/lbdfSjtFVL",2016-09-07 20:15:16,0,0,2727036183,crm_freemusic,CRM 2.0 free music,Stazione Radio
77,773615617903439872,#Seratones #blues #rock #female #fronted #stagelighting #rightplace #righttime #lowlight… https://t.co/umBPozJ9wK,2016-09-07 20:15:11,0,0,21485771,fillm,Phill Morgan,Herne Bay Kent CT6
78,773615609200402432,Like our friend #LesterQuitzau on .@Facebook at https://t.co/gKNtpDXiwo #music #blues #jazz https://t.co/NOnFpThwwd,2016-09-07 20:15:08,0,0,727213235204579328,Rob54Lannon,ReturnOfFamilyIdiot,"Pender Island, B.C."
79,773615544872407040,Blind Lemon Jefferson - One Dime Blues #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:14:53,0,0,795632389,blinddogradio,Blind Dog Radio,US
80,773615382032560128,"Dal Po' al MIssissippi, il blues dei Fratelli Tabasco: The docks dora session https://t.co/6viIPgALbU #Musica #fratelli_tabasco #blues",2016-09-07 20:14:14,0,0,14915319,spettacoli,Spettacoli,Italia
81,773615079975772160,#NowPlaying How Does That Feel? by Orianthi  @orianthi   #blues  #guitar 😎 https://t.co/2UngvjvQ1U,2016-09-07 20:13:02,0,0,726089305358237696,Chris51115,Christopher,US
82,773614887738089472,Don't miss out. @BizzareRecords #vinyl #soul #surf #blues #psych #honkytonk #rocknroll #mambo… https://t.co/m2kZN0lu51,2016-09-07 20:12:16,0,2,1511590580,LittleDipperBar,Little Dipper,TX
83,773614869048205312,Is it #me? 😱🙃😃 everything is set up: if you are in town come and say #something 😂✌🏻️🌎❤️ #blues… https://t.co/2nIArJJuC4,2016-09-07 20:12:12,0,0,1008797029,paul_nose,Paul Nose,"Nottingham, UK"
84,773614834013339648,RT @wilybo: 'Fool For You' by Wily Bo Walker feat. @NewYorkBrass &amp; friends: https://t.co/dOYD8IGTNf #blues #grind #rock https://t.co/Y12Rxr…,2016-09-07 20:12:04,7,0,3362566144,moonoverindigo,Moon over Indigo,US
85,773614830167191552,"Now Playing, Keb' Mo' — Tell Everybody I Know from DB-007 _ That Hot Pink Blues Album #music #Blues",2016-09-07 20:12:03,0,0,259312208,wnmcradio,WNMC Radio Playlist,MI
86,773614661539332100,Sonny Boy Williamson - Western Union Man (Remastered 2003) #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:11:23,0,1,795632389,blinddogradio,Blind Dog Radio,US
87,773614045953921061,"RT @caballitoblues: ""BLUESJAZZEANDO"" JUEVES 19 HS - https://t.co/hrZdjRuLzv @RadioArroba #Blues
#Jazz PRODUCCION CABALLITO BLUES - https://…",2016-09-07 20:08:56,1,0,860236123,caballitoblues,caballito blues,caballitoblues@hotmail.com
88,773613902798131204,RT @SofarLondon: Ever want to travel from London to the south of the US in a heartbeat? Listen to @RJHunterMusic #Blues #SofarLdn https://t…,2016-09-07 20:08:22,2,0,348607570,RJHunterMusic,Robert J. Hunter,UK
89,773613858120433664,Rick Estrin And The Nightcats - Take It Slow #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:08:11,0,0,795632389,blinddogradio,Blind Dog Radio,US
90,773613820073869312,"Now Playing, Keb' Mo' — A Better man from DB-008 _ That Hot Pink Blues Album #music #Blues",2016-09-07 20:08:02,0,0,259312208,wnmcradio,WNMC Radio Playlist,MI
91,773613803279904768,Ever want to travel from London to the south of the US in a heartbeat? Listen to @RJHunterMusic #Blues #SofarLdn https://t.co/0ZZR14mFfS,2016-09-07 20:07:58,2,2,2843959277,SofarLondon,Sofar London,UK
92,773613490342952961,David Bowie singin' Starman on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 20:06:43,0,1,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
93,773613396923211780,"RT @bighappyhead: c'est monsieur #albertcollins so it is  
l'année 1969 #blues https://t.co/Hg4o6ycN67",2016-09-07 20:06:21,1,0,449115072,ashgrace51,Ash G54,CHESHIRE UK
94,773613373065920512,#BBKing #BluesLegend B.B. King BLUES BOY Best Of 40 Songs COLLECTION Remastered BB New Sealed 2… https://t.co/8k1KNbW9dm #RIPBBKing #Blues,2016-09-07 20:06:15,0,0,559385756,HotTrends8,Google Hot Trends,US
95,773613341201674240,#StLouis St. Louis #Blues Practice #Jersey https://t.co/ZmVIO602mB #NHL #Hockey https://t.co/m17NOIVQCc,2016-09-07 20:06:08,0,0,711894735514902528,FaithCrossman,Faith Crossman,US
96,773613240446291968,#albertking #blues for #elvis on that rarest of creatures a cassette tape https://t.co/yOFhkPPcU6,2016-09-07 20:05:44,0,0,2787174975,bighappyhead,tom,"Kilkenny, Ireland"
97,773613133671854082,Red Beans &amp; Rice The Dark Side https://t.co/jMrqdd2aJw  #RadioMirabelle #Blues #RadioMirabelle,2016-09-07 20:05:18,0,0,3019985177,RadioMirabelle,Radio Mirabelle,France
98,773613113962790913,Joe Turner - Oke-She-Moke-She-Pop #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:05:14,0,0,795632389,blinddogradio,Blind Dog Radio,US
99,773612931242221569,No próximo sábado2ª edição do #FAMFestival bandas de #Jazz #Blues #MúsicaBrasileira https://t.co/3BHbl4T2Uv https://t.co/AKoinAS2Yb,2016-09-07 20:04:30,0,0,78029307,portalsetor3,Portal Setor3,US
100,773612927286972416,"c'est monsieur #albertcollins so it is  
l'année 1969 #blues https://t.co/Hg4o6ycN67",2016-09-07 20:04:29,1,1,2787174975,bighappyhead,tom,"Kilkenny, Ireland"
101,773612535014711296,Jesse 'Monkey Joe' Coleman - Headache Blues #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 20:02:56,0,0,795632389,blinddogradio,Blind Dog Radio,US
102,773612255921438720,Listening to Please Don't Talk About Me When I'm Gone by Louis Armstrong on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-09-07 20:01:49,0,0,4860399552,Latitude23R,Latitude23 Radio,AZ
103,773612125751128064,"#TonyRombola &amp; #ShannonLarkin of @Godsmack_Music have gone on to form @theABRband, check out their brand of #blues: https://t.co/6JIWmuoFfj",2016-09-07 20:01:18,0,0,18705768,ghsstrings,GHS Strings,Michigan
104,773612042402033665,#Hear John Scofield Past Present Now on https://t.co/9EvJWnujGS @JohnScofield3 #jazz #swing #music #blues #smoothjazz #latinjazz,2016-09-07 20:00:58,0,0,3318129469,jvhradionet,Jvhradio,US
105,773611803850838018,"The cover art to #blues #harmonica player Charlie Musselwhite's album ""Delta Hardware"" was taken in @VisitClarksdale!",2016-09-07 20:00:01,0,0,1350994831,mychicagoblues,Chicago Blues,IL
106,773611711903436804,"♫ MUSIC TIP ♫
Debra D Lane - @debradlane
Covered in Dirt – EP &amp; more
https://t.co/FaMlZ6oK9y
#Country #Blues",2016-09-07 19:59:39,0,0,449129151,manni_best,★ Supporter ★ Music♫,North Germany
107,773611680081248256,Blind Roosevelt Graves - Guitar Boogie #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 19:59:32,0,0,795632389,blinddogradio,Blind Dog Radio,US
108,773611273833578496,"Now Playing, Susan Tedeschi — Can't Leave You Alone from Just Won't Burn #music #Blues",2016-09-07 19:57:55,0,0,259312208,wnmcradio,WNMC Radio Playlist,MI
109,773610618603593728,Ambrosia singin' Make Us All Aware on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 19:55:19,0,1,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
110,773610580494155776,#Hear Amanda Carr Good Bait Now on https://t.co/9EvJWnujGS @AmandaCarrMusic #jazz #swing #music #blues #smoothjazz #latinjazz,2016-09-07 19:55:10,0,0,3318129469,jvhradionet,Jvhradio,US
111,773610380845260800,Ted Taylor - River's Invitation #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 19:54:22,0,0,795632389,blinddogradio,Blind Dog Radio,US
112,773610167510392832,"RT @MilkyWhites: We are THRILLED to announce the RELEASE of our new Album ""Texas Drivin' Blues"" https://t.co/e1vmPqpOVR #blues #music https…",2016-09-07 19:53:31,9,0,575931421,jordynpepper,Jordyn Pepper,TN
113,773610159633534976,Still amazed about how insanely good @Andersoneast and band were last night at @Bushhallmusic #blues #soul https://t.co/bTTMTQfmss,2016-09-07 19:53:29,0,1,80378212,comastar,Roland,UK
114,773609718287855616,John Brim - Ice Cream Man #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 19:51:44,0,0,795632389,blinddogradio,Blind Dog Radio,US
115,773609543578292228,"We have the cure to the #Monday #Blues - #HappyHour!!
3pm - 6pm Monday thru Friday #Moxies https://t.co/8ODBAKNj7X",2016-09-07 19:51:02,0,0,423790394,moxies_richmond,Moxie's Richmond,"Richmond, British Columbia"
116,773609292003807233,"Hubert Sumlin's biting, clean tone guitar propel ""Spoonful"" as it drones along. His interjections are sublimely tasteful. #blues #guitar",2016-09-07 19:50:02,0,1,719362140310646785,TheMusicRamble,The Music Ramble,"St Paul, MN"
117,773609139071311872,Nektar singin' Show Me the Way on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-09-07 19:49:26,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,UK
118,773609127184654336,RT @HaveMercyYEG: Don't miss your chance to see #blues phenomenon @Da_KINGFISH this Friday and Saturday on our stage! https://t.co/BMaCU8NV…,2016-09-07 19:49:23,2,0,207780445,BarsnBandsYEG,BarsnBands YEG,Covering Western Canada
119,773608973232705536,Irma Thomas - Good To Me #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-09-07 19:48:46,0,2,795632389,blinddogradio,Blind Dog Radio,US
